"ROW_NO","WAGES","EDUCATION","AGE","SEX","LANGUAGE"
"1852",,"8","67","Female","French"
"1853",,"10","46","Male","English"
"1854",,"8","72","Male","English"
"1855","14.1300001144409","19","46","Male","English"
"1856","16.3199996948242","14.5","45","Female","English"
"1857",,"10","85","Female","Other"
"1858",,"12.5","57","Male","English"
"1859",,"8","51","Male","English"
"1860","12.289999961853","17.5","28","Female","Other"
"1861",,"12.5","29","Female","English"
"1862","9.22999954223633","12","36","Female","English"
"1863","15","17","51","Male","English"
"1864","19.6100006103516","13.8999996185303","31","Female","English"
"1865","27.7900009155273","18.1000003814697","35","Female","English"
"1866",,"20","75","Male","English"
"1867","10.5600004196167","16","24","Male","English"
"1868","7","14.5","25","Female","Other"
"1869","10","14.5","23","Male","Other"
"1870","6.63000011444092","12.5","47","Female","English"
"1871",,"10","19","Female","NA"
"1872","18.9200000762939","12","51","Male","English"
"1873",,"8","59","Male","English"
"1874","18.2399997711182","14.1000003814697","40","Female","English"
"1875",,"14","69","Female","English"
"1876","29.2600002288818","16","43","Male","English"
"1877","16.4500007629395","13","34","Female","English"
"1878","11.4899997711182","12","50","Female","Other"
"1879","6.69999980926514","15","21","Female","English"
"1880","13.25","12.5","37","Male","English"
"1881",,"11","51","Female","English"
"1882",,"10","76","Male","English"
"1883",,"14.3000001907349","34","Female","English"
"1884","14.5900001525879","18.1000003814697","43","Female","English"
"1885",,"8","25","Male","Other"
"1886",,"10","70","Female","English"
"1887","15.3599996566772","13.5","34","Male","English"
"1888","16.3999996185303","13","55","Female","English"
"1889","12","13.5","41","Male","English"
"1890","9.14999961853027","12","17","Female","English"
"1891",,"17","29","Female","English"
"1892","8.60999965667725","14.8000001907349","37","Female","English"
"1893","25.5799999237061","17.2999992370605","42","Female","Other"
"1894","21.6000003814697","12","42","Male","English"
"1895","13.0600004196167","9","22","Male","Other"
"1896","15","13","36","Male","English"
"1897","9","14","31","Female","English"
"1898",,"17","88","Female","English"
"1899",,"15","43","Female","English"
"1900",,"13","71","Female","English"
"1901",,"12","26","Female","English"
"1902","12.8000001907349","14","42","Female","English"
"1903","16","16","32","Female","English"
"1904",,"12","26","Female","English"
"1905",,"0","75","Male","French"
"1906",,"12.6000003814697","45","Female","English"
"1907","18.0300006866455","15","31","Female","English"
"1908",,"15.5","23","Female","English"
"1909",,"15","70","Female","Other"
"1910",,"15","75","Male","English"
"1911","12","17","19","Female","English"
"1912",,"14.5","32","Female","English"
"1913","18.2600002288818","14","29","Male","English"
"1914",,"12","28","Male","English"
"1915","15.8400001525879","20","29","Male","English"
"1916",,"11","54","Female","English"
"1917","6.76000022888184","13","29","Female","Other"
"1918","19.6800003051758","11","43","Male","English"
"1919","24","16","54","Male","English"
"1920","7","12","31","Female","English"
"1921","3.63000011444092","13","19","Male","English"
"1922",,"14","27","Male","English"
"1923",,"12.1999998092651","22","Male","English"
"1924",,"10","55","Female","Other"
"1925","27.6499996185303","18","54","Male","English"
"1926","17.8700008392334","17","25","Female","English"
"1927","27.9300003051758","12.1999998092651","37","Male","French"
"1928","14.3500003814697","10","34","Male","English"
"1929",,"11.5","47","Female","English"
"1930",,"8","69","Male","English"
"1931",,"12","21","Male","English"
"1932",,"7","66","Male","English"
"1933","17.8400001525879","8","46","Male","English"
"1934","15","12","44","Male","English"
"1935",,"19","61","Male","English"
"1936",,"11","67","Male","English"
"1937",,"11.5","79","Female","French"
"1938","21","10","40","Female","English"
"1939","25","16","37","Male","English"
"1940","15.3599996566772","17.3999996185303","25","Female","English"
"1941",,"8","81","Female","Other"
"1942",,"10.5","61","Female","Other"
"1943","21.1200008392334","17","45","Female","English"
"1944",,"15","66","Male","English"
"1945","13.4399995803833","16.6000003814697","39","Female","English"
"1946",,"6","76","Female","Other"
"1947","20.3099994659424","14","37","Male","English"
"1948",,"16.8999996185303","30","Female","English"
"1949",,"10.5","65","Male","English"
"1950","9.40999984741211","13.8000001907349","21","Female","English"
"1951",,"12","76","Female","English"
"1952","6.80000019073486","12","19","Female","English"
"1953","23.0400009155273","11","57","Female","English"
"1954","9.21000003814697","10","17","Male","English"
"1955",,"13","43","Female","French"
"1956","13.6300001144409","13","25","Female","English"
"1957","24","16","44","Male","English"
"1958","20.9500007629395","13","42","Male","English"
"1959",,"14","39","Male","French"
"1960","7.5","11.5","44","Female","Other"
"1961",,"12.3000001907349","42","Female","English"
"1962","17.3400001525879","12","37","Male","English"
"1963","7.05000019073486","10","19","Female","English"
"1964",,"12","65","Female","English"
"1965","21.2999992370605","10","31","Female","English"
"1966",,"8","47","Female","Other"
"1967","15","12.5","34","Male","English"
"1968",,"13.5","53","Male","French"
"1969",,"13","19","Female","English"
"1970","13.5600004196167","13","43","Female","French"
"1971",,"8.5","45","Female","English"
"1972","32.6399993896484","18","48","Male","English"
"1973","47.8800010681152","19","49","Male","French"
"1974","30.3799991607666","14","33","Male","English"
"1975","23","14","45","Male","English"
"1976",,"20","61","Male","English"
"1977","6.69999980926514","12","17","Male","English"
"1978","23.0400009155273","12","35","Female","English"
"1979",,"5","86","Male","Other"
"1980","13.8199996948242","10","53","Female","Other"
"1981","6.53999996185303","12","17","Male","English"
"1982","12","12","28","Male","English"
"1983",,"11","54","Female","English"
"1984","16.7000007629395","19","59","Female","Other"
"1985","12.8000001907349","14.5","36","Female","Other"
"1986","20","16","47","Male","English"
"1987","9.02999973297119","16","29","Female","English"
"1988",,"14","70","Female","English"
"1989","30.2399997711182","18","47","Male","English"
"1990","16.7299995422363","12","40","Female","English"
"1991","10","9","64","Male","English"
"1992","12.7799997329712","11.5","33","Male","English"
"1993",,,"68","Male","English"
"1994","21.3099994659424","20","26","Male","English"
"1995",,"14","34","Female","English"
"1996","45.3600006103516","15.6999998092651","24","Male","English"
"1997","20.0699996948242","16","43","Male","English"
"1998",,"15","28","Male","NA"
"1999","8.39000034332275","17","24","Female","English"
"2000",,"12","48","Female","English"
"2001",,"14","22","Female","English"
"2002",,"14","27","Female","English"
"2003","19.2000007629395","12","34","Male","English"
"2004","35.2000007629395","14","40","Female","English"
"2005","6.71000003814697","12","65","Female","English"
"2006","21.6000003814697","12","47","Male","English"
"2007",,"19","62","Male","English"
"2008",,"10","60","Female","French"
"2009","23.0599994659424","19","23","Female","English"
"2010","14.8400001525879","10","49","Male","English"
"2011","19.1800003051758","9","48","Male","English"
"2012","12.3699998855591","12.5","42","Female","English"
"2013","21.0400009155273","12","37","Female","English"
"2014",,"8","61","Female","English"
"2015","6.75","11","61","Female","Other"
"2016",,"10","16","Male","English"
"2017","10.9799995422363","12","26","Male","English"
"2018","12","13.6000003814697","19","Female","English"
"2019","10.6999998092651","15","28","Female","English"
"2020","17.6700000762939","15","36","Male","English"
"2021","9.98999977111816","15.5","23","Male","English"
"2022","28.7999992370605","12.1999998092651","45","Male","French"
"2023","14.3800001144409","16","27","Female","English"
"2024",,"14","75","Male","English"
"2025",,"18","61","Male","English"
"2026",,"15.6000003814697","20","Female","English"
"2027","11.8100004196167","10","39","Male","English"
"2028",,"12","69","Male","English"
"2029",,"17","65","Male","English"
"2030","6.5","12","19","Female","Other"
"2031",,"15.6000003814697","32","Male","Other"
"2032","22","10","47","Male","English"
"2033","17.4200000762939","18.1000003814697","25","Female","NA"
"2034","11.6099996566772","13.3999996185303","40","Female","English"
"2035","9.43000030517578","12","35","Male","English"
"2036",,"12.5","66","Female","English"
"2037","19.8999996185303","17","41","Male","English"
"2038","8.64999961853027","13.1000003814697","20","Male","English"
"2039",,"10","51","Female","English"
"2040",,"11","65","Female","English"
"2041",,"11","18","Female","English"
"2042",,"11","23","Female","English"
"2043",,"14","32","Female","English"
"2044","19.2000007629395","15.1000003814697","47","Male","English"
"2045",,"11","77","Male","English"
"2046","10.1800003051758","12","28","Female","Other"
"2047","6.76000022888184","10","16","Female","English"
"2048","12.960000038147","16.2999992370605","25","Female","English"
"2049",,,"73","Female","English"
"2050",,"11","59","Female","English"
"2051",,"16","34","Female","English"
"2052","7.34999990463257","18","26","Female","English"
"2053",,"3","50","Male","Other"
"2054","40.9599990844727","17","52","Male","English"
"2055","13.5900001525879","12.5","29","Female","English"
"2056",,"12.5","42","Female","English"
"2057",,"7","66","Male","English"
"2058",,"18.5","36","Female","English"
"2059",,"11","66","Male","Other"
"2060",,"7","70","Female","Other"
"2061",,"13","40","Female","English"
"2062",,"12.5","61","Male","English"
"2063","9.53999996185303","12.5","33","Male","English"
"2064","14.4899997711182","10","46","Male","English"
"2065","28.7999992370605","17.1000003814697","49","Male","Other"
"2066","10","11","17","Male","English"
"2067","6.69999980926514","14","21","Male","English"
"2068",,"12.5","74","Female","English"
"2069",,"17","48","Female","English"
"2070","26.9599990844727","13.5","47","Male","English"
"2071","12.1899995803833","13","19","Male","English"
"2072","6.5","12","19","Female","English"
"2073","32.9099998474121","17","52","Female","English"
"2074","15","14.1000003814697","22","Female","English"
"2075","15","14","31","Female","English"
"2076","5.1100001335144","15.6000003814697","23","Female","English"
"2077","7","15","18","Female","Other"
"2078","31.2000007629395","10","52","Male","English"
"2079","23.0400009155273","18","38","Female","English"
"2080",,"11.5","61","Female","English"
"2081",,"9","66","Female","English"
"2082",,,"47","Female","French"
"2083","6.78000020980835","13.8000001907349","18","Male","English"
"2084","15.3599996566772","15","52","Female","English"
"2085",,"10","57","Female","English"
"2086",,"12.5","40","Male","Other"
"2087",,"15","33","Male","English"
"2088",,"12.5","60","Female","French"
"2089","13.6800003051758","11","49","Female","English"
"2090","17","13","35","Female","English"
"2091",,"10","59","Female","English"
"2092",,"13","38","Female","English"
"2093",,"16","34","Female","English"
"2094",,"8","47","Female","English"
"2095",,"14","31","Female","English"
"2096",,"8","66","Female","English"
"2097",,"10","50","Male","English"
"2098",,"16","31","Male","English"
"2099",,"16.2999992370605","39","Male","English"
"2100","25.9200000762939","14","53","Female","English"
"2101",,"8","60","Female","French"
"2102","6.84999990463257","11","17","Male","English"
"2103","13.9200000762939","14","31","Male","English"
"2104","6.69999980926514","11","17","Female","English"
"2105","16.5900001525879","20","26","Female","Other"
"2106","14.0600004196167","12.3000001907349","19","Female","English"
"2107",,"10","66","Male","English"
"2108","5.6399998664856","13.8999996185303","20","Male","English"
"2109","10.4499998092651","19.2999992370605","45","Female","Other"
"2110",,"12.5","35","Male","English"
"2111","14.3400001525879","10.6000003814697","38","Male","French"
"2112",,,"46","Male","French"
"2113","14.1099996566772","17","30","Female","English"
"2114","16.9599990844727","0","42","Female","English"
"2115","6.69999980926514","17","24","Female","English"
"2116",,"10","61","Female","English"
"2117","7.3899998664856","15.5","20","Female","Other"
"2118",,"11","63","Male","English"
"2119","10.8500003814697","15","32","Female","English"
"2120","3.30999994277954","9","34","Female","Other"
"2121",,"10","16","Female","French"
"2122","28.7999992370605","12","59","Male","English"
"2123",,"13","46","Male","English"
"2124",,"10","17","Male","English"
"2125",,"13","66","Female","English"
"2126",,"11","16","Male","English"
"2127",,"8","64","Male","English"
"2128",,"3","72","Female","Other"
"2129",,"12","49","Male","Other"
"2130","13.960000038147","13.5","27","Male","English"
"2131","10","14","26","Male","English"
"2132","21.5","16","49","Female","English"
"2133",,"11","29","Female","English"
"2134",,"15","25","Female","English"
"2135","12.8100004196167","12","54","Female","English"
"2136","19.2000007629395","13","39","Female","English"
"2137",,"11.5","33","Female","English"
"2138",,"15","60","Male","English"
"2139","17.7600002288818","15","27","Male","English"
"2140","14.3999996185303","9","55","Female","English"
"2141",,"9","70","Male","French"
"2142","40","14","38","Female","English"
"2143",,,"84","Male","English"
"2144","10.8699998855591","8","51","Female","English"
"2145",,"12","64","Female","English"
"2146",,"17","75","Female","English"
"2147","6.69999980926514","12","17","Male","English"
"2148",,"8","77","Male","English"
"2149",,"12","59","Female","Other"
"2150",,"14","30","Male","English"
"2151","6.90999984741211","11","48","Female","English"
"2152",,"15","33","Female","English"
"2153",,"12","18","Female","English"
"2154",,"9","60","Male","French"
"2155","15.7200002670288","16","43","Female","English"
"2156","25.6700000762939","13.5","30","Male","Other"
"2157","29.3299999237061","18","40","Female","English"
"2158","20","12.3000001907349","42","Female","French"
"2159","22.9799995422363","14","29","Male","English"
"2160","10","15","40","Female","English"
"2161",,"8.80000019073486","53","Female","English"
"2162","11","12","36","Male","English"
"2163","8.09000015258789","14","22","Female","Other"
"2164","8.5","17.1000003814697","27","Male","English"
"2165",,"12","59","Female","English"
"2166","19.75","19","33","Male","English"
"2167","27.2700004577637","14.8000001907349","40","Male","NA"
"2168","11","12","56","Female","French"
"2169","12.6000003814697","13","38","Female","French"
"2170","25.9799995422363","15","47","Female","English"
"2171","4.03000020980835","13.6000003814697","30","Female","English"
"2172",,"9","49","Male","English"
"2173",,"14","33","Female","English"
"2174","18","14","31","Male","French"
"2175",,"13","32","Male","English"
"2176","16.9500007629395","18","29","Female","English"
"2177",,"13.3999996185303","31","Female","French"
"2178",,"13.8999996185303","39","Female","English"
"2179","8","8","30","Male","Other"
"2180",,"19","51","Male","English"
"2181",,"12","64","Female","English"
"2182",,"8","59","Female","English"
"2183",,"11.8000001907349","19","Female","Other"
"2184",,"6","63","Female","Other"
"2185",,"4","67","Male","English"
"2186",,"12","47","Female","English"
"2187","3.19000005722046","13","18","Female","English"
"2188",,"13","28","Female","English"
"2189","6.69999980926514","13","18","Female","English"
"2190",,"14","34","Female","English"
"2191","15.8699998855591","15","30","Female","English"
"2192","19.6100006103516","16.1000003814697","30","Female","English"
"2193","11.6700000762939","10","55","Female","Other"
"2194","6.80000019073486","11","17","Female","English"
"2195","13.5","12.8000001907349","24","Male","English"
"2196",,"18","49","Male","English"
"2197","7.94999980926514","12.5","33","Female","English"
"2198",,"4","69","Female","Other"
"2199","6.69999980926514","13","19","Female","English"
"2200",,"13","60","Male","English"
"2201",,"14","52","Male","English"
"2202","13.5299997329712","14","33","Male","English"
"2203","20.6299991607666",,"28","Female","English"
"2204",,,"31","Female","English"
"2205",,"8","65","Male","English"
"2206","8.15999984741211","13","18","Male","English"
"2207","28.7999992370605","16","33","Male","English"
"2208",,"13","64","Female","English"
"2209","26.3999996185303","11","38","Male","English"
"2210","25.9300003051758","15","42","Female","English"
"2211",,"14","53","Male","English"
"2212",,"18.3999996185303","50","Female","Other"
"2213","13.4399995803833","12","64","Female","English"
"2214",,"12","37","Male","English"
"2215","19.2600002288818","13.6000003814697","39","Male","English"
"2216","6.75","11","19","Male","NA"
"2217","8.5","8","53","Male","Other"
"2218",,"9","68","Male","Other"
"2219","9","8","43","Male","English"
"2220","12","12","21","Female","English"
"2221","11.25","11.5","30","Male","English"
"2222","6","13","17","Female","Other"
"2223",,"16","44","Female","Other"
"2224","8.89000034332275","10","62","Male","English"
"2225","26.3999996185303","17","39","Male","English"
"2226","11.960000038147","10.5","48","Female","Other"
"2227","25.6000003814697","16","40","Male","English"
"2228",,"10","76","Female","English"
"2229","23.0400009155273","15.5","56","Female","English"
"2230",,"10","16","Female","English"
"2231","7.5","12.5","39","Female","English"
"2232",,"8","81","Female","English"
"2233","22.2000007629395","12","48","Female","Other"
"2234","6.84999990463257","11","18","Male","English"
"2235","7.75","13","37","Male","English"
"2236","12","13","22","Male","English"
"2237",,"14","28","Male","English"
"2238","6.84999990463257","13","32","Female","English"
"2239",,"13","23","Male","English"
"2240","22.5","15.3999996185303","62","Female","English"
"2241",,"12","36","Male","English"
"2242","18.6700000762939",,"53","Male","English"
"2243",,"10","35","Male","English"
"2244","30.2399997711182","19","43","Female","English"
"2245","7",,"17","Male","NA"
"2246",,"11","56","Female","English"
"2247",,"13","33","Female","NA"
"2248","13.0200004577637","13","37","Female","Other"
"2249",,"13","20","Female","English"
"2250","26.4799995422363","15","33","Male","English"
"2251","11.5200004577637","12","46","Male","Other"
"2252",,,"34","Female","English"
"2253",,"10","64","Female","French"
"2254","17.7600002288818","12","42","Female","French"
"2255","15.3199996948242","7","62","Male","English"
"2256","6.48999977111816","18.2999992370605","24","Female","English"
"2257",,"17.1000003814697","63","Female","English"
"2258",,"18","48","Male","Other"
"2259","6.46000003814697","15.3000001907349","28","Female","English"
"2260","11","12","26","Female","English"
"2261",,"8","76","Male","English"
"2262","7","12.5","34","Female","English"
"2263","16.7999992370605","15","40","Male","English"
"2264","21","16.5","47","Female","English"
"2265","13","12","29","Female","English"
"2266",,"8","73","Male","English"
"2267","26.3500003814697","14","36","Female","English"
"2268",,"12","35","Female","English"
"2269","13.3800001144409","12","45","Female","English"
"2270","15","19","40","Female","English"
"2271",,"8","62","Female","English"
"2272","14.8000001907349","15","42","Male","English"
"2273","27.0300006866455","14","32","Male","French"
"2274",,"10","62","Female","English"
"2275",,"15","64","Female","English"
"2276",,"9","52","Male","Other"
"2277",,"10","17","Male","English"
"2278",,"12","46","Male","Other"
"2279",,"16","27","Male","English"
"2280","14.0900001525879","13","31","Male","English"
"2281",,"11","39","Male","English"
"2282",,"8","68","Female","Other"
"2283",,"9","69","Female","English"
"2284",,"12","49","Male","English"
"2285","20.4799995422363",,"43","Female","Other"
"2286",,"4","62","Female","Other"
"2287",,"8","39","Female","English"
"2288",,"13.5","73","Female","English"
"2289",,"13.5","58","Female","English"
"2290","11.4300003051758","9","19","Female","English"
"2291",,"14","63","Female","French"
"2292","4.03000020980835","10.3999996185303","17","Female","English"
"2293",,"12","17","Female","English"
"2294",,"12","76","Male","English"
"2295",,"9","19","Female","English"
"2296","12","11","24","Male","English"
"2297","9.60000038146973","9","52","Female","Other"
"2298","18.6499996185303","12","28","Male","Other"
"2299","14",,"21","Female","English"
"2300",,"8","65","Male","French"
"2301","32.1599998474121","18","40","Male","English"
"2302","8.05000019073486","12","41","Female","English"
"2303","8","10.3999996185303","34","Male","English"
"2304",,"8","74","Female","English"
"2305","10","12","19","Male","English"
"2306","7.44999980926514","14","35","Female","English"
"2307",,"8","65","Female","French"
"2308","25.8099994659424","12","37","Male","English"
"2309","29.9799995422363","17","44","Female","English"
"2310",,"13.1000003814697","19","Male","English"
"2311",,"10","65","Male","English"
"2312","38","13","34","Male","English"
"2313",,"13","35","Female","English"
"2314",,"15","64","Male","English"
"2315",,"17","44","Male","English"
"2316","12.6000003814697","12","40","Female","English"
"2317","11.460000038147",,"36","Male","NA"
"2318","16.4599990844727","10.5","44","Female","English"
"2319",,"11","61","Male","Other"
"2320","20.6399993896484","18","50","Male","English"
"2321","41.1399993896484","18","46","Female","English"
"2322",,"8","73","Female","English"
"2323",,"10.3000001907349","32","Female","French"
"2324","10.210000038147","14","21","Female","Other"
"2325","9.25","8","55","Female","Other"
"2326",,"8","64","Male","Other"
"2327",,"17.1000003814697","23","Male","English"
"2328","17.8099994659424","14.5","42","Female","Other"
"2329",,"14","61","Female","English"
"2330","16","13","34","Male","English"
"2331","17.2800006866455","15","36","Male","English"
"2332","8.5","9","62","Female","English"
"2333","11.3500003814697","12.1999998092651","48","Female","Other"
"2334","18.2399997711182","13.3999996185303","29","Female","English"
"2335","24.8400001525879","15.3000001907349","33","Male","English"
"2336","6.86999988555908","6","55","Female","Other"
"2337","18.0699996948242","15.6000003814697","27","Male","French"
"2338",,"10","67","Male","English"
"2339",,"7","65","Male","English"
"2340","10.1999998092651","12.5","28","Female","English"
"2341","14.2799997329712","12","39","Male","English"
"2342","10.289999961853","13.6000003814697","18","Female","English"
"2343","15.5699996948242","12","39","Female","English"
"2344","7.6399998664856","11","31","Male","English"
"2345","24.6900005340576","13","54","Male","English"
"2346",,"14.8999996185303","21","Female","English"
"2347","14.9799995422363","16","53","Male","English"
"2348","8","11.5","46","Female","English"
"2349",,"17","24","Male","English"
"2350","33.5999984741211","16","36","Male","English"
"2351","8.73999977111816","12","23","Male","English"
"2352",,"11","47","Male","French"
"2353",,"8","77","Male","English"
"2354","26.8500003814697","12","31","Female","French"
"2355","42.9300003051758","20","64","Male","Other"
"2356",,"10","67","Male","Other"
"2357",,"14","70","Female","English"
"2358",,"20","47","Female","English"
"2359",,"15.5","65","Female","English"
"2360","31.2000007629395","20","57","Male","English"
"2361","25.3400001525879","16","29","Male","English"
"2362",,"11","73","Male","Other"
"2363",,"18","35","Male","English"
"2364","16.6700000762939","18.3999996185303","39","Male","English"
"2365","19.2000007629395","16","51","Male","English"
"2366","20.4799995422363","17","27","Female","English"
"2367",,"0","59","Male","Other"
"2368","9.17000007629395","9.5","63","Male","English"
"2369","5.84000015258789","14","40","Female","Other"
"2370",,"7","74","Female","English"
"2371",,"10","78","Female","English"
"2372",,"20","54","Male","English"
"2373","7","11","32","Male","Other"
"2374",,"10","53","Female","Other"
"2375",,"18","34","Male","English"
"2376",,"10","76","Male","English"
"2377","7","9","33","Female","English"
"2378",,"19.2999992370605","64","Male","English"
"2379",,"10.5","50","Female","English"
"2380","10.3400001525879","13.3000001907349","41","Female","English"
"2381",,"0","85","Female","Other"
"2382",,"18","95","Male","English"
"2383","16.7199993133545","14","36","Female","English"
"2384",,"7","58","Male","French"
"2385","9.60000038146973","11","41","Male","English"
"2386",,"12.6999998092651","23","Male","English"
"2387","12","10","48","Female","Other"
"2388",,"14","28","Female","English"
"2389","15.6000003814697","14","27","Male","English"
"2390","24.7600002288818","15","64","Female","English"
"2391","20.8799991607666","19","35","Male","Other"
"2392","6.69999980926514","8","30","Female","English"
"2393","44.2799987792969","15","59","Male","Other"
"2394","22.0799999237061","11","54","Male","English"
"2395",,"8","66","Male","English"
"2396","18.5200004577637","14","25","Male","English"
"2397","16.7800006866455","14.1000003814697","35","Male","English"
"2398","17","12","48","Female","English"
"2399",,"13","53","Female","English"
"2400",,"2","68","Female","English"
"2401",,,"58","Male","English"
"2402","20.1599998474121","20","56","Male","English"
"2403",,"10","48","Male","English"
"2404",,"12","50","Male","Other"
"2405",,"16","35","Female","English"
"2406",,"20","83","Male","English"
"2407",,"8","59","Male","French"
"2408",,"10","64","Female","English"
"2409",,"10","16","Male","English"
"2410","28.5300006866455","16","41","Male","English"
"2411","6.84999990463257","10","16","Female","English"
"2412",,"13","72","Female","English"
"2413","15.8400001525879","13","64","Male","English"
"2414",,"11","17","Female","English"
"2415",,"12","63","Female","English"
"2416",,"14","33","Male","English"
"2417",,"17.1000003814697","56","Female","Other"
"2418",,"4.5","58","Male","English"
"2419","6.98000001907349","12.8000001907349","19","Female","English"
"2420","21.25","12","42","Male","Other"
"2421",,,"33","Female","English"
"2422",,"18","39","Female","English"
"2423","7.19000005722046","11.6000003814697","19","Female","Other"
"2424","15.9300003051758","9.19999980926514","34","Female","Other"
"2425","34.560001373291","17","46","Male","English"
"2426",,,"66","Male","Other"
"2427","13.4399995803833","12","39","Female","Other"
"2428","8.09000015258789","8","41","Female","French"
"2429","24.1399993896484","10.5","49","Male","English"
"2430",,"4","81","Female","English"
"2431","21.3799991607666","10","58","Male","English"
"2432","13.1899995803833","10","43","Female","English"
"2433","23.0400009155273","11","39","Female","English"
"2434","19.2000007629395","12","50","Female","English"
"2435","19.2000007629395","18","35","Female","English"
"2436","14.8299999237061","10","51","Male","English"
"2437",,"11","62","Male","Other"
"2438","25.9500007629395","15","37","Female","English"
"2439","18.5699996948242","13.5","31","Male","English"
"2440",,"12","18","Female","French"
"2441","12.8000001907349","11.5","58","Female","English"
"2442","18.4300003051758","20","30","Female","Other"
"2443","15.5200004577637","17","25","Male","English"
"2444",,"11.5","65","Male","English"
"2445","21.6000003814697","10","40","Male","French"
"2446","9.19999980926514","18","27","Female","English"
"2447",,"8","51","Female","Other"
"2448",,"12.5","75","Male","English"
"2449","8.69999980926514","19","25","Female","English"
"2450","15.3599996566772","12","41","Female","English"
"2451","10","16","23","Male","English"
"2452",,"9","45","Female","English"
"2453",,"14","37","Female","English"
"2454","9","12","32","Male","English"
"2455","7.96999979019165","10.3000001907349","29","Male","English"
"2456","12.1300001144409","12.5","31","Male","English"
"2457","7.05999994277954","15.5","23","Male","English"
"2458",,"12.5","39","Female","English"
"2459","26.6200008392334","17.2999992370605","40","Male","English"
"2460",,"10","70","Male","Other"
"2461",,"12","37","Female","English"
"2462",,"14","55","Male","Other"
"2463",,"8","69","Female","English"
"2464",,"3","67","Male","Other"
"2465",,"5","74","Male","English"
"2466",,"13.6000003814697","37","Male","English"
"2467",,"8","55","Female","English"
"2468",,"13","19","Male","English"
"2469",,"10","52","Male","English"
"2470","20.7700004577637","13","53","Female","English"
"2471","20.1599998474121","12.5","30","Male","English"
"2472","14.3999996185303","11","62","Male","English"
"2473",,"12","25","Female","English"
"2474","6.71999979019165","10","18","Male","English"
"2475","16.4599990844727","9.5","35","Male","French"
"2476",,"11","17","Male","English"
"2477",,"8","62","Female","French"
"2478",,"9","67","Female","French"
"2479",,"11.5","20","Female","English"
"2480","10","15.1999998092651","25","Female","English"
"2481","27.3600006103516","16","36","Male","English"
"2482","15.8400001525879","13","61","Female","English"
"2483","7.23999977111816","19","28","Female","English"
"2484","10","12","22","Female","English"
"2485","11.3599996566772","9","32","Male","English"
"2486","7.5","12","21","Male","English"
"2487",,"15.5","75","Male","English"
"2488","9.31999969482422","12.5","23","Female","English"
"2489","34.560001373291","19.2000007629395","51","Female","English"
"2490","6.5","11.3000001907349","19","Male","English"
"2491","6.75","15.3000001907349","24","Male","English"
"2492",,"8","59","Male","English"
"2493","10.5","12","40","Female","English"
"2494","13.4399995803833","9.5","38","Female","English"
"2495","14.6999998092651","12.5","34","Male","English"
"2496",,"10.3000001907349","43","Male","English"
"2497","17.0100002288818","13.6000003814697","32","Female","French"
"2498",,"13","25","Female","English"
"2499",,"12","77","Male","English"
"2500",,"8","59","Male","Other"
"2501",,"12","40","Male","French"
"2502","30.4599990844727","11","57","Male","English"
"2503","17","12","31","Female","English"
"2504","49.9199981689453","20","41","Female","English"
"2505","14","10.1999998092651","53","Male","English"
"2506","45.3800010681152","18","36","Male","English"
"2507",,"8","64","Female","English"
"2508",,"3","62","Female","Other"
"2509",,"10","16","Female","English"
"2510","16.9599990844727","19","28","Female","English"
"2511","6.84999990463257","9.5","22","Female","English"
"2512",,"18","42","Female","English"
"2513",,,"55","Female","NA"
"2514","10.710000038147","10","52","Male","English"
"2515","11.539999961853",,"40","Female","French"
"2516",,"10","16","Female","English"
"2517",,"18","82","Female","Other"
"2518",,"12","67","Male","English"
"2519","10","14.1000003814697","37","Female","French"
"2520","10","10","30","Female","English"
"2521","19.9300003051758","15","48","Male","Other"
"2522","27.8400001525879","18","50","Female","English"
"2523",,"12","29","Male","English"
"2524","10","14","43","Female","NA"
"2525","21.8400001525879","17","44","Female","English"
"2526","27.1399993896484","17.2000007629395","28","Male","Other"
"2527",,"12","30","Female","Other"
"2528","5.80000019073486","14","35","Female","English"
"2529",,"11","62","Female","Other"
"2530","7","12","30","Female","English"
"2531","15.3599996566772","12","39","Female","English"
"2532","6.63000011444092","13.5","22","Female","English"
"2533","15.3000001907349","11","56","Male","English"
"2534",,"13","62","Male","Other"
"2535","4.88000011444092","12.6000003814697","20","Male","English"
"2536",,"18","22","Male","English"
"2537","6.69999980926514","11","18","Female","English"
"2538",,"12.5","35","Female","English"
"2539",,"7","67","Female","English"
"2540","22.2199993133545","9","23","Male","English"
"2541","8","12","30","Male","NA"
"2542",,"12","39","Male","English"
"2543",,"7","70","Female","English"
"2544","6.40000009536743","10.8000001907349","18","Female","English"
"2545","21.5300006866455","10.5","38","Male","English"
"2546","16.3199996948242","10","58","Female","English"
"2547",,"12","43","Male","Other"
"2548",,"13.5","19","Female","English"
"2549",,"10","45","Male","English"
"2550","14.3999996185303","14.3000001907349","30","Female","English"
"2551","20.6800003051758","10","48","Male","English"
"2552","14","12","23","Male","English"
"2553","12.1000003814697","14","36","Female","English"
"2554","15.5100002288818","11.3000001907349","32","Male","English"
"2555","16.8600006103516","13.6000003814697","32","Male","English"
"2556",,"13","73","Female","English"
"2557","23.0400009155273","15","33","Female","English"
"2558",,"0","19","Female","English"
"2559",,"11.1999998092651","20","Male","French"
